Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F)
UNFAIR,FAIR,YES,150,35,0.233,0.076,0.0056,16,8,0.266,13,25,21,0.596,77
UNFAIR,GRADE,YES,150,4,0.027,0,0,16,13,0.678,13,14,13,0.741,35
UNFAIR,INJUSTICE,NO,150,3,0.02,0,0,16,14,0.705,13,0,0,0,0
UNFAIR,JUDGE,YES,150,3,0.02,0,0.0051,16,11,0.399,13,17,15,0.727,77
UNFAIR,JUSTICE,YES,150,8,0.053,0,0.0017,16,10,0.332,13,15,12,0.701,114
UNFAIR,LIFE,YES,150,10,0.067,0,0,16,13,0.638,13,11,11,0.853,715
UNFAIR,MEAN,YES,150,8,0.053,0,0.015,16,11,0.599,13,18,15,0.644,199
UNFAIR,PREJUDICE,YES,150,2,0.013,0,0,16,12,0.639,13,14,7,0.577,11
UNFAIR,SAD,YES,150,2,0.013,0,0,16,13,0.692,13,7,7,0.904,35
UNFAIR,TREATMENT,YES,150,2,0.013,0,0,16,12,0.459,13,23,20,0.756,127
UNFAIR,UNJUST,YES,150,10,0.067,0.24,0,16,8,0.246,13,14,8,0.18,3
UNFAIR,UNREASONABLE,NO,150,2,0.013,0,0,16,14,0.705,13,0,0,0,0
UNFAIR,WRONG,YES,150,8,0.053,0,0.019,16,8,0.279,13,6,5,0.839,129
UNHAPPY,DEPRESSED,YES,145,6,0.041,0.027,0.0332,5,2,0.042,26,10,7,0.184,11
UNHAPPY,HAPPY,YES,145,14,0.097,0,0.4733,5,1,0.021,26,8,6,0.231,98
UNHAPPY,SAD,YES,145,107,0.738,0.051,0.0861,5,0,0,26,7,4,0.174,35
UNHAPPY,TEARS,YES,145,3,0.021,0,0,5,3,0.159,26,10,9,0.757,34
UNHAPPY,WORRY,YES,145,3,0.021,0.042,0,5,2,0.062,26,24,17,0.498,55
UNICORN,ANIMAL,YES,148,3,0.02,0,0.031,16,11,0.427,0,28,26,0.773,68
UNICORN,BEAUTIFUL,YES,148,4,0.027,0,0.0013,16,11,0.798,0,8,7,0.404,127
UNICORN,FAIRY TALE,NO,148,3,0.02,0,0,16,13,0.839,0,0,0,0,0
UNICORN,FANTASY,YES,148,16,0.108,0,0.0024,16,9,0.636,0,8,8,0.774,14
UNICORN,FICTION,YES,148,2,0.014,0,0.0011,16,10,0.663,0,16,12,0.682,46
UNICORN,HORN,YES,148,17,0.115,0.027,0,16,12,0.724,0,15,13,0.803,31
UNICORN,HORSE,YES,148,58,0.392,0,0.0003,16,11,0.427,0,16,12,0.702,117
UNICORN,IMAGINARY,NO,148,3,0.02,0,0,16,13,0.839,0,0,0,0,0
UNICORN,LEGEND,YES,148,3,0.02,0.013,0.0105,16,11,0.765,0,19,15,0.589,26
UNICORN,MAGIC,YES,148,4,0.027,0,0,16,11,0.704,0,23,16,0.585,37
UNICORN,MYSTICAL,NO,148,5,0.034,0,0,16,13,0.839,0,0,0,0,0
UNICORN,MYTH,YES,148,8,0.054,0,0.0009,16,9,0.643,0,19,15,0.58,35
UNICORN,PRETTY,YES,148,2,0.014,0,0.0105,16,11,0.798,0,11,10,0.794,107
UNICORN,SINGLE,YES,148,2,0.014,0,0,16,12,0.825,0,11,9,0.788,172
UNICORN,UNIQUE,YES,148,2,0.014,0,0,16,12,0.825,0,15,14,0.787,58
UNICORN,WHITE,YES,148,3,0.02,0,0,16,12,0.819,0,8,8,0.874,365
UNIFORM,ALIKE,YES,128,2,0.016,0,0.0045,20,18,0.669,51,7,6,0.504,20
UNIFORM,ARMY,YES,128,6,0.048,0,0.0266,20,16,0.558,51,12,9,0.758,132
UNIFORM,ATTIRE,YES,128,2,0.016,0,0,20,16,0.598,51,6,3,0.065,6
UNIFORM,BUSINESS,YES,128,2,0.016,0,0.0004,20,17,0.637,51,21,18,0.54,392
UNIFORM,CLOTH,YES,128,2,0.016,0,0.0002,20,16,0.606,51,21,18,0.669,40
UNIFORM,CLOTHES,YES,128,8,0.063,0,0.0549,20,12,0.494,51,26,22,0.595,89
UNIFORM,COAT,YES,128,2,0.016,0,0.0008,20,16,0.606,51,17,15,0.84,43
UNIFORM,DRESS,YES,128,3,0.024,0,0.0078,20,13,0.51,51,15,13,0.678,67
UNIFORM,MAID,YES,128,2,0.016,0.017,0.0003,20,16,0.613,51,20,15,0.688,31
UNIFORM,MILITARY,YES,128,4,0.032,0.05,0.0054,20,16,0.558,51,19,14,0.364,212
UNIFORM,NURSE,YES,128,15,0.119,0,0,20,18,0.566,51,10,8,0.81,17
UNIFORM,OUTFIT,YES,128,7,0.056,0,0.0002,20,15,0.542,51,12,7,0.125,16
UNIFORM,POLICE,YES,128,7,0.056,0.024,0,20,19,0.661,51,19,17,0.717,155
UNIFORM,SAME,YES,128,4,0.032,0,0.0066,20,18,0.669,51,8,7,0.703,686
UNIFORM,SERVICE,YES,128,2,0.016,0,0.0015,20,15,0.557,51,13,10,0.689,315
UNIFORM,SOLDIER,YES,128,8,0.063,0,0.0027,20,17,0.574,51,13,10,0.472,39
UNIFORM,SUIT,YES,128,2,0.016,0,0.0028,20,13,0.478,51,21,13,0.481,48
UNIFORM,WEAR,YES,128,2,0.016,0,0.0081,20,14,0.526,51,16,6,0.117,36
UNIFORM,WHITE,YES,128,4,0.032,0,0.006,20,18,0.566,51,8,8,0.874,365
UNIFORM,WORK,YES,128,6,0.048,0,0.0035,20,15,0.605,51,19,19,0.768,760
UNION,BANK,YES,147,3,0.02,0,0,26,22,0.627,182,6,6,0.925,83
UNION,BAY,YES,147,2,0.014,0,0,26,22,0.633,182,15,14,0.836,57
UNION,BLUE,YES,147,2,0.014,0,0,26,22,0.633,182,14,13,0.821,143
UNION,CONFEDERACY,NO,147,7,0.048,0,0,26,23,0.647,182,0,0,0,0
UNION,CREDIT,YES,147,3,0.02,0.079,0,26,22,0.627,182,9,7,0.809,64
UNION,EMPLOYEE,YES,147,2,0.014,0,0.0067,26,19,0.551,182,9,6,0.442,24
UNION,FAMILY,YES,147,2,0.014,0,0.0033,26,17,0.355,182,25,21,0.786,331
UNION,GROUP,YES,147,13,0.088,0,0.0083,26,17,0.321,182,23,20,0.518,390
UNION,JOB,YES,147,2,0.014,0,0.0055,26,19,0.551,182,7,6,0.268,238
UNION,JOIN,YES,147,7,0.048,0,0.0026,26,18,0.342,182,20,14,0.377,65
UNION,LABOR,YES,147,4,0.027,0.048,0.0025,26,20,0.552,182,10,7,0.173,149
UNION,MARRIAGE,YES,147,2,0.014,0.032,0.0004,26,19,0.47,182,19,12,0.637,95
UNION,MEMBER,YES,147,3,0.02,0,0.002,26,19,0.477,182,18,11,0.483,137
UNION,NORTH,YES,147,2,0.014,0,0,26,22,0.633,182,9,8,0.917,206
UNION,PACIFIC,NO,147,3,0.02,0,0,26,23,0.647,182,0,0,0,0
UNION,PEOPLE,YES,147,4,0.027,0,0.0215,26,20,0.518,182,18,16,0.704,847
UNION,SCHOOL,YES,147,2,0.014,0,0.0021,26,20,0.605,182,22,18,0.641,492
UNION,SOVIET,NO,147,2,0.014,0,0,26,23,0.647,182,0,0,0,0
UNION,STATE,YES,147,3,0.02,0.028,0,26,22,0.627,182,15,13,0.754,808
UNION,STRIKE,YES,147,3,0.02,0.015,0,26,21,0.613,182,15,13,0.818,50
UNION,TEACHER,YES,147,2,0.014,0,0.0005,26,21,0.619,182,12,11,0.637,80
UNION,TOGETHER,YES,147,19,0.129,0,0.0186,26,17,0.334,182,19,18,0.784,267
UNION,TROUBLE,YES,147,2,0.014,0,0,26,22,0.633,182,18,18,0.578,134
UNION,UNITE,YES,147,3,0.02,0,0.0021,26,19,0.436,182,13,8,0.184,10
UNION,WORK,YES,147,2,0.014,0,0.0313,26,17,0.544,182,19,16,0.633,760
UNION,WORKER,YES,147,8,0.054,0.014,0.0024,26,19,0.538,182,23,16,0.437,30
UNIQUE,ALONE,YES,148,2,0.014,0,0.0087,15,11,0.556,58,19,15,0.69,195
UNIQUE,COMMON,YES,148,6,0.041,0,0.0017,15,10,0.51,58,23,18,0.589,233
UNIQUE,DIFFERENT,YES,148,27,0.182,0.095,0.0124,15,7,0.32,58,12,7,0.682,312
UNIQUE,INDIVIDUAL,YES,148,10,0.068,0.03,0.0007,15,9,0.501,58,11,5,0.273,239
UNIQUE,ME,YES,148,6,0.041,0.013,0.0058,15,9,0.569,58,12,9,0.665,1181
UNIQUE,ODD,YES,148,5,0.034,0,0.0084,15,8,0.462,58,7,4,0.721,44
UNIQUE,ONE,YES,148,22,0.149,0,0.0097,15,10,0.475,58,6,4,0.872,3292
UNIQUE,ONLY,NO,148,2,0.014,0,0,15,14,0.787,58,0,0,0,0
UNIQUE,ORIGINAL,YES,148,12,0.081,0.093,0,15,10,0.294,58,18,13,0.654,100
UNIQUE,PERSON,YES,148,2,0.014,0,0.0291,15,10,0.583,58,14,11,0.773,175
UNIQUE,RARE,YES,148,3,0.02,0.077,0.0022,15,9,0.577,58,27,18,0.392,41
UNIQUE,SPECIAL,YES,148,12,0.081,0.079,0.002,15,7,0.354,58,20,14,0.412,245
UNIQUE,TALENT,YES,148,2,0.014,0,0,15,12,0.692,58,16,15,0.741,40
UNIQUE,UNUSUAL,YES,148,5,0.034,0.021,0.004,15,9,0.503,58,11,6,0.528,63
UNIQUE,WEIRD,YES,148,2,0.014,0.021,0.0104,15,9,0.482,58,15,8,0.646,10
UNIT,CHAPTER,YES,147,4,0.027,0,0,22,19,0.451,103,8,5,0.673,74
UNIT,CIRCLE,YES,147,4,0.027,0,0.0066,22,20,0.614,103,5,4,0.244,60
UNIT,CLOTHES,YES,147,5,0.034,0,0.0009,22,20,0.601,103,26,23,0.69,89
UNIT,DIGIT,YES,147,2,0.014,0,0,22,19,0.593,103,11,7,0.182,1
UNIT,GROUP,YES,147,3,0.02,0,0.0011,22,19,0.588,103,23,21,0.767,390
UNIT,HOSPITAL,YES,147,2,0.014,0,0,22,21,0.641,103,17,17,0.846,110
UNIT,KITCHEN,YES,147,2,0.014,0,0,22,21,0.641,103,22,20,0.859,90
UNIT,MATH,YES,147,5,0.034,0,0.0012,22,17,0.545,103,19,18,0.664,4
UNIT,MEASUREMENT,YES,147,5,0.034,0,0,22,18,0.532,103,23,20,0.73,34
UNIT,METER,YES,147,6,0.041,0,0.002,22,20,0.58,103,16,15,0.764,18
UNIT,NUMBER,YES,147,2,0.014,0,0.0254,22,16,0.382,103,17,14,0.449,472
UNIT,ONE,YES,147,22,0.15,0,0.0141,22,15,0.349,103,6,3,0.751,3292
UNIT,PART,YES,147,6,0.041,0,0.0211,22,18,0.519,103,17,12,0.441,500
UNIT,PIECE,YES,147,6,0.041,0,0.0136,22,17,0.369,103,13,9,0.577,129
UNIT,PRICE,YES,147,2,0.014,0,0,22,21,0.641,103,12,12,0.872,108
UNIT,SECTION,YES,147,4,0.027,0.021,0.0023,22,16,0.349,103,13,7,0.226,189
UNIT,SINGLE,YES,147,3,0.02,0,0.0154,22,19,0.465,103,11,8,0.591,172
UNIT,SPACE,YES,147,2,0.014,0,0,22,21,0.641,103,25,22,0.704,184
UNIT,SQUARE,YES,147,2,0.014,0,0.0171,22,19,0.58,103,13,10,0.346,143
UNIT,STORE,YES,147,3,0.02,0,0.0004,22,20,0.601,103,17,15,0.777,74
UNIT,WALL,YES,147,2,0.014,0,0,22,21,0.641,103,23,21,0.752,160
UNIT,WHOLE,YES,147,4,0.027,0,0.007,22,17,0.382,103,16,12,0.645,309
UNITE,BREAK,YES,183,3,0.017,0,0,13,10,0.786,10,26,25,0.761,88
UNITE,BROTHERHOOD,NO,183,2,0.011,0,0,13,11,0.803,10,0,0,0,0
UNITE,COMBINE,YES,183,2,0.011,0.02,0,13,8,0.195,10,13,8,0.414,17
UNITE,DIVIDE,YES,183,7,0.039,0,0,13,10,0.764,10,15,13,0.817,14
UNITE,JOIN,YES,183,20,0.111,0.039,0.0007,13,7,0.167,10,20,16,0.516,65
UNITE,LIBERTY,YES,183,2,0.011,0,0,13,10,0.792,10,8,8,0.901,46
UNITE,LOVE,YES,183,3,0.017,0,0.0318,13,7,0.25,10,18,18,0.761,232
UNITE,MARRIAGE,YES,183,4,0.022,0.016,0,13,8,0.278,10,19,13,0.566,95
UNITE,MARRY,YES,183,5,0.028,0.017,0,13,8,0.647,10,21,18,0.654,18
UNITE,ONE,YES,183,6,0.033,0,0.0068,13,9,0.284,10,6,5,0.906,3292
UNITE,STATES,NO,183,2,0.011,0,0,13,11,0.803,10,0,0,0,0
UNITE,TIE,YES,183,5,0.028,0,0,13,10,0.775,10,17,14,0.683,23
UNITE,TOGETHER,YES,183,89,0.486,0,0.0176,13,5,0.123,10,19,17,0.73,267
UNITED,AIRLINES,NO,152,5,0.033,0,0,9,4,0.211,482,0,0,0,0
UNITED,CHURCH,YES,152,2,0.013,0,0,9,3,0.198,482,15,14,0.788,348
UNITED,COLORS,NO,152,2,0.013,0,0,9,4,0.211,482,0,0,0,0
UNITED,JOINED,NO,152,2,0.013,0,0,9,4,0.211,482,0,0,0,0
UNITED,KINGDOM,YES,152,8,0.053,0.014,0,9,3,0.158,482,21,19,0.698,216
UNITED,NATIONS,NO,152,13,0.086,0,0,9,4,0.211,482,0,0,0,0
UNITED,STATES,NO,152,76,0.5,0,0,9,4,0.211,482,0,0,0,0
UNITED,TOGETHER,YES,152,19,0.125,0,0,9,3,0.086,482,19,19,0.798,267
UNITED,WAY,YES,152,3,0.02,0,0,9,3,0.191,482,14,13,0.781,909
UNIVERSE,COSMOS,NO,148,3,0.02,0,0,10,8,0.886,71,0,0,0,0
UNIVERSE,ETERNITY,YES,148,5,0.034,0,0,10,7,0.852,71,10,9,0.864,6
UNIVERSE,EVERYTHING,YES,148,2,0.014,0,0,10,6,0.487,71,8,4,0.644,185
UNIVERSE,MILKY WAY,NO,148,2,0.014,0,0,10,8,0.886,71,0,0,0,0
UNIVERSE,PLANET,YES,148,26,0.176,0.018,0.005,10,5,0.527,71,9,6,0.781,21
UNIVERSE,SKY,YES,148,3,0.02,0,0.0177,10,5,0.683,71,12,9,0.878,58
UNIVERSE,SPACE,YES,148,13,0.088,0.061,0.0121,10,3,0.433,71,25,19,0.521,184
UNIVERSE,STAR,YES,148,14,0.095,0,0.0217,10,4,0.507,71,16,11,0.609,25
UNIVERSE,VAST,YES,148,11,0.074,0.014,0,10,6,0.724,71,18,13,0.622,61
UNIVERSE,WORLD,YES,148,57,0.385,0.152,0.0005,10,6,0.487,71,12,11,0.715,787
UNIVERSITY,CENTER,YES,148,6,0.041,0.041,0,14,12,0.814,214,11,10,0.73,224
UNIVERSITY,CLASS,YES,148,4,0.027,0,0.0121,14,6,0.131,214,23,17,0.468,207
UNIVERSITY,COLLEGE,YES,148,38,0.257,0.105,0.043,14,3,0.069,214,15,5,0.098,267
UNIVERSITY,DEGREE,YES,148,2,0.014,0,0.0054,14,8,0.198,214,17,10,0.42,125
UNIVERSITY,EDUCATION,YES,148,5,0.034,0.014,0.0309,14,7,0.138,214,13,7,0.213,214
UNIVERSITY,FLORIDA,YES,148,2,0.014,0,0,14,11,0.503,214,16,13,0.826,20
UNIVERSITY,FUN,YES,148,2,0.014,0,0.0056,14,10,0.57,214,15,14,0.757,44
UNIVERSITY,LARGE,YES,148,2,0.014,0,0.0004,14,11,0.814,214,6,6,0.906,361
UNIVERSITY,LEARN,YES,148,7,0.047,0,0.0383,14,7,0.125,214,19,14,0.601,84
UNIVERSITY,LIFE,YES,148,2,0.014,0,0.0108,14,11,0.584,214,11,11,0.853,715
UNIVERSITY,SCHOOL,YES,148,50,0.338,0,0.0893,14,4,0.083,214,22,14,0.376,492
UNIVERSITY,STUDY,YES,148,4,0.027,0,0.0469,14,6,0.111,214,20,16,0.52,246
UNIVERSITY,USF,NO,148,6,0.041,0,0,14,13,0.855,214,0,0,0,0
UNIVERSITY,WORK,YES,148,2,0.014,0,0.0619,14,6,0.164,214,19,17,0.734,760
UNJUST,BAD,YES,146,3,0.021,0,0.015,14,8,0.235,3,9,9,0.887,142
UNJUST,CAUSE,YES,146,2,0.014,0,0.001,14,12,0.627,3,19,18,0.772,130
UNJUST,CORRUPT,YES,146,2,0.014,0,0.0003,14,10,0.653,3,14,11,0.354,8
UNJUST,COURT,YES,146,2,0.014,0,0.0067,14,9,0.571,3,17,12,0.578,230
UNJUST,CRUEL,YES,146,3,0.021,0,0.0079,14,12,0.455,3,12,9,0.686,15
UNJUST,FAIR,YES,146,8,0.055,0,0.0696,14,9,0.147,3,25,20,0.566,77
UNJUST,GOVERNMENT,YES,146,2,0.014,0,0.0014,14,9,0.632,3,19,13,0.47,417
UNJUST,JAIL,YES,146,2,0.014,0,0.0011,14,9,0.632,3,15,13,0.768,21
UNJUST,JUST,YES,146,11,0.075,0.117,0.0016,14,8,0.297,3,19,6,0.24,872
UNJUST,JUSTICE,YES,146,3,0.021,0,0.0146,14,9,0.365,3,15,11,0.468,114
UNJUST,LAW,YES,146,3,0.021,0,0.0093,14,7,0.543,3,14,9,0.611,299
UNJUST,RULE,YES,146,2,0.014,0,0.0012,14,11,0.667,3,21,18,0.489,73
UNJUST,UNFAIR,YES,146,35,0.24,0.067,0.0052,14,7,0.105,3,16,8,0.246,13
UNJUST,WRONG,YES,146,26,0.178,0,0.014,14,10,0.222,3,6,5,0.839,129
UNKNOWN,ANONYMOUS,NO,132,5,0.038,0,0,21,16,0.583,47,0,0,0,0
UNKNOWN,DARK,YES,132,2,0.015,0,0.0024,21,13,0.522,47,8,6,0.833,185
UNKNOWN,DIFFERENT,YES,132,2,0.015,0,0.0027,21,12,0.515,47,12,9,0.771,312
UNKNOWN,FAMOUS,YES,132,2,0.015,0.036,0.0035,21,14,0.394,47,14,9,0.556,89
UNKNOWN,FEAR,YES,132,3,0.023,0,0.0008,21,13,0.522,47,17,14,0.651,127
UNKNOWN,FOREIGN,YES,132,2,0.015,0.015,0,21,13,0.53,47,20,11,0.484,158
UNKNOWN,INFAMOUS,NO,132,2,0.015,0,0,21,16,0.583,47,0,0,0,0
UNKNOWN,KNOWN,YES,132,23,0.174,0.438,0.0012,21,13,0.379,47,15,9,0.217,245
UNKNOWN,LOST,YES,132,5,0.038,0,0,21,15,0.545,47,6,4,0.816,173
UNKNOWN,MYSTERIOUS,NO,132,4,0.03,0,0,21,16,0.583,47,0,0,0,0
UNKNOWN,MYSTERY,YES,132,11,0.083,0.058,0,21,12,0.386,47,19,12,0.626,39
UNKNOWN,NOT,YES,132,2,0.015,0,0.0023,21,14,0.394,47,21,15,0.63,4609
UNKNOWN,QUESTION,YES,132,10,0.076,0,0.0036,21,14,0.424,47,6,5,0.87,257
UNKNOWN,SCARY,YES,132,3,0.023,0,0.004,21,12,0.439,47,13,9,0.65,2
UNKNOWN,SECRET,YES,132,2,0.015,0.014,0.0018,21,14,0.485,47,24,20,0.682,52
UNKNOWN,SOLDIER,YES,132,3,0.023,0,0,21,15,0.56,47,13,12,0.819,39
UNKNOWN,SPACE,YES,132,2,0.015,0,0,21,15,0.568,47,25,22,0.704,184
UNKNOWN,STRANGE,YES,132,3,0.023,0,0.006,21,12,0.515,47,12,8,0.291,84
UNKNOWN,UNIDENTIFIED,NO,132,2,0.015,0,0,21,16,0.583,47,0,0,0,0
UNKNOWN,UNPOPULAR,NO,132,2,0.015,0,0,21,16,0.583,47,0,0,0,0
UNKNOWN,WEIRD,YES,132,2,0.015,0,0.01,21,13,0.53,47,15,11,0.432,10
UNLAWFUL,ACT,YES,149,3,0.02,0,0,14,13,0.73,1,16,15,0.785,283
UNLAWFUL,BAD,YES,149,5,0.034,0,0.0247,14,5,0.207,1,9,8,0.876,142
UNLAWFUL,CRIME,YES,149,11,0.074,0,0.0268,14,4,0.194,1,24,16,0.378,34
UNLAWFUL,CRIMINAL,YES,149,13,0.087,0,0.0117,14,4,0.396,1,18,10,0.372,24
UNLAWFUL,ENTRY,YES,149,16,0.107,0,0.0015,14,12,0.589,1,13,13,0.738,26
UNLAWFUL,ILLEGAL,YES,149,25,0.168,0.045,0.0018,14,7,0.293,1,9,4,0.455,9
UNLAWFUL,JAIL,YES,149,6,0.04,0,0.0267,14,6,0.463,1,15,8,0.391,21
UNLAWFUL,LAW,YES,149,2,0.013,0,0.0146,14,7,0.301,1,14,9,0.58,299
UNLAWFUL,LAWFUL,YES,149,8,0.054,0.095,0,14,8,0.308,1,20,12,0.441,2
UNLAWFUL,OUTLAW,YES,149,2,0.013,0,0,14,7,0.26,1,20,14,0.522,2
UNLAWFUL,POLICE,YES,149,2,0.013,0,0.0106,14,8,0.53,1,19,17,0.67,155
UNLAWFUL,PRISON,YES,149,2,0.013,0,0.0147,14,8,0.401,1,17,11,0.361,42
UNLAWFUL,THIEF,YES,149,2,0.013,0,0.0077,14,7,0.476,1,11,7,0.824,8
UNLAWFUL,WRONG,YES,149,15,0.101,0,0.0147,14,8,0.347,1,6,5,0.839,129
UNLOAD,BOXES,NO,150,2,0.013,0,0,21,15,0.619,7,0,0,0,0
UNLOAD,CAR,YES,150,4,0.027,0,0.0179,21,12,0.505,7,25,21,0.687,274
UNLOAD,CARRY,YES,150,3,0.02,0,0.0084,21,10,0.313,7,19,15,0.667,88
UNLOAD,DUMP,YES,150,5,0.033,0,0.0052,21,12,0.326,7,9,6,0.664,4
UNLOAD,EMPTY,YES,150,8,0.053,0,0,21,14,0.566,7,11,11,0.845,64
UNLOAD,FURNITURE,YES,150,2,0.013,0,0.0002,21,13,0.586,7,12,12,0.825,39
UNLOAD,GIVE,YES,150,2,0.013,0,0.0199,21,12,0.532,7,13,11,0.349,291
UNLOAD,HEAVY,YES,150,2,0.013,0,0.048,21,12,0.393,7,16,14,0.745,110
UNLOAD,LOAD,YES,150,29,0.193,0.088,0.0033,21,8,0.233,7,16,8,0.224,45
UNLOAD,MOVE,YES,150,3,0.02,0,0.0011,21,10,0.493,7,27,22,0.681,171
UNLOAD,OFFLOAD,NO,150,2,0.013,0,0,21,15,0.619,7,0,0,0,0
UNLOAD,PACK,YES,150,5,0.033,0,0.0052,21,11,0.353,7,23,20,0.772,25
UNLOAD,RELEASE,YES,150,4,0.027,0,0.0005,21,11,0.499,7,18,14,0.463,37
UNLOAD,RELIEVE,NO,150,2,0.013,0,0,21,15,0.619,7,0,0,0,0
UNLOAD,RELOAD,NO,150,5,0.033,0,0,21,15,0.619,7,0,0,0,0
UNLOAD,REMOVE,YES,150,5,0.033,0,0,21,11,0.492,7,16,11,0.238,58
UNLOAD,RID,NO,150,2,0.013,0,0,21,15,0.619,7,0,0,0,0
UNLOAD,TAKE,YES,150,7,0.047,0,0.0215,21,10,0.479,7,11,10,0.382,611
UNLOAD,TRUCK,YES,150,10,0.067,0,0.0247,21,11,0.299,7,17,12,0.489,57
UNLOAD,UNPACK,NO,150,7,0.047,0,0,21,15,0.619,7,0,0,0,0
UNLOAD,WORK,YES,150,4,0.027,0,0.0027,21,13,0.399,7,19,19,0.768,760
UNNATURAL,ABNORMAL,YES,152,5,0.033,0,0.0019,19,5,0.428,8,13,7,0.402,3
UNNATURAL,ACTS,NO,152,3,0.02,0,0,19,12,0.619,8,0,0,0,0
UNNATURAL,ALIENS,NO,152,3,0.02,0,0,19,12,0.619,8,0,0,0,0
UNNATURAL,ARTIFICIAL,NO,152,3,0.02,0,0,19,12,0.619,8,0,0,0,0
UNNATURAL,AWKWARD,YES,152,3,0.02,0,0,19,8,0.487,8,16,12,0.421,11
UNNATURAL,DIFFERENT,YES,152,2,0.013,0,0.0098,19,4,0.408,8,12,7,0.73,312
UNNATURAL,FAKE,YES,152,34,0.224,0,0.0024,19,9,0.224,8,19,15,0.587,10
UNNATURAL,IMMORTAL,NO,152,2,0.013,0,0,19,12,0.619,8,0,0,0,0
UNNATURAL,IRREGULAR,YES,152,2,0.013,0,0.0002,19,5,0.428,8,15,7,0.45,9
UNNATURAL,MAKE UP,YES,152,2,0.013,0,0,19,10,0.382,8,21,17,0.596,5
UNNATURAL,NATURAL,YES,152,24,0.158,0.054,0,19,10,0.237,8,25,20,0.506,156
UNNATURAL,ODD,YES,152,3,0.02,0,0.0117,19,5,0.428,8,7,3,0.605,44
UNNATURAL,SELECTION,YES,152,2,0.013,0,0,19,11,0.606,8,12,12,0.832,39
UNNATURAL,STRANGE,YES,152,8,0.053,0,0.0258,19,4,0.408,8,12,6,0.115,84
UNNATURAL,SYNTHETIC,NO,152,2,0.013,0,0,19,12,0.619,8,0,0,0,0
UNNATURAL,UNHEALTHY,NO,152,2,0.013,0,0,19,12,0.619,8,0,0,0,0
UNNATURAL,UNREAL,NO,152,3,0.02,0,0,19,12,0.619,8,0,0,0,0
UNNATURAL,UNUSUAL,YES,152,2,0.013,0,0.004,19,5,0.428,8,11,5,0.225,63
UNNATURAL,WEIRD,YES,152,7,0.046,0,0.037,19,4,0.408,8,15,8,0.355,10
UNPLEASANT,AWFUL,YES,154,2,0.013,0,0.0007,21,15,0.459,15,11,8,0.401,17
UNPLEASANT,BAD,YES,154,25,0.162,0,0.0151,21,12,0.303,15,9,9,0.887,142
UNPLEASANT,DIRTY,YES,154,2,0.013,0,0.0021,21,15,0.595,15,15,12,0.632,36
UNPLEASANT,DISLIKE,YES,154,4,0.026,0,0,21,18,0.627,15,6,4,0.828,14
UNPLEASANT,DISTURBING,NO,154,2,0.013,0,0,21,20,0.724,15,0,0,0,0
UNPLEASANT,FOUL,YES,154,2,0.013,0,0,21,13,0.381,15,19,13,0.403,4
UNPLEASANT,GROSS,YES,154,7,0.045,0,0.0041,21,15,0.614,15,16,15,0.691,30
UNPLEASANT,HURT,YES,154,2,0.013,0,0.0109,21,15,0.641,15,12,10,0.296,37
UNPLEASANT,MEAN,YES,154,11,0.071,0,0.017,21,14,0.4,15,18,14,0.375,199
UNPLEASANT,NASTY,YES,154,4,0.026,0,0.0106,21,13,0.368,15,12,7,0.168,5
UNPLEASANT,NICE,YES,154,4,0.026,0,0.0293,21,14,0.348,15,14,10,0.394,75
UNPLEASANT,ODOR,YES,154,10,0.065,0,0.0058,21,17,0.614,15,6,5,0.152,14
UNPLEASANT,PAIN,YES,154,3,0.019,0,0.0091,21,17,0.673,15,13,11,0.231,88
UNPLEASANT,PLEASANT,YES,154,12,0.078,0.053,0.0013,21,16,0.426,15,19,14,0.334,38
UNPLEASANT,RUDE,YES,154,2,0.013,0,0,21,15,0.575,15,20,15,0.46,6
UNPLEASANT,SAD,YES,154,3,0.019,0,0.0334,21,17,0.647,15,7,6,0.853,35
UNPLEASANT,SCHOOL,YES,154,2,0.013,0,0,21,19,0.711,15,22,20,0.805,492
UNPLEASANT,SMELL,YES,154,5,0.032,0,0.0554,21,12,0.335,15,13,9,0.455,34
UNPLEASANT,TASTE,YES,154,2,0.013,0,0.0058,21,18,0.679,15,15,14,0.75,59
UNPLEASANT,UNCOMFORTABLE,YES,154,3,0.019,0,0,21,17,0.673,15,19,16,0.446,13
UNPLEASANT,UNHAPPY,YES,154,7,0.045,0,0.001,21,18,0.66,15,5,4,0.18,26
UNSEEN,BLIND,YES,148,12,0.083,0,0,12,6,0.277,5,19,17,0.794,47
UNSEEN,COVERED,YES,148,2,0.014,0.014,0,12,6,0.222,5,25,15,0.407,104
UNSEEN,DARK,YES,148,2,0.014,0,0.0053,12,4,0.063,5,8,7,0.861,185
UNSEEN,FORESEEN,NO,148,2,0.014,0,0,12,8,0.374,5,0,0,0,0
UNSEEN,GHOST,YES,148,3,0.021,0,0,12,7,0.353,5,24,20,0.738,11
UNSEEN,HIDDEN,YES,148,20,0.138,0.048,0.0007,12,4,0.194,5,28,19,0.639,20
