Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F)
UNCLE,OLD,YES,143,2,0.014,0,0,6,4,0.832,57,9,7,0.839,660
UNCLE,RELATIVE,YES,143,13,0.091,0.027,0.0648,6,3,0.105,57,16,13,0.549,46
UNCLEAR,ABSTRACT,YES,147,3,0.02,0.027,0.0007,17,8,0.354,57,18,15,0.613,34
UNCLEAR,AMBIGUOUS,NO,147,5,0.034,0,0,17,10,0.422,57,0,0,0,0
UNCLEAR,BLURRY,NO,147,7,0.048,0,0,17,10,0.422,57,0,0,0,0
UNCLEAR,CLEAR,YES,147,16,0.109,0.014,0.003,17,5,0.19,57,20,15,0.57,219
UNCLEAR,CLOUDY,YES,147,4,0.027,0,0.0086,17,8,0.286,57,14,10,0.84,2
UNCLEAR,CONFUSED,NO,147,12,0.082,0,0,17,10,0.422,57,0,0,0,0
UNCLEAR,FOG,YES,147,16,0.109,0.015,0,17,9,0.313,57,25,23,0.77,25
UNCLEAR,FUZZY,YES,147,5,0.034,0,0,17,8,0.279,57,19,16,0.707,7
UNCLEAR,HAZY,NO,147,5,0.034,0,0,17,10,0.422,57,0,0,0,0
UNCLEAR,HUH,NO,147,2,0.014,0,0,17,10,0.422,57,0,0,0,0
UNCLEAR,INCOMPREHENSIBLE,NO,147,2,0.014,0,0,17,10,0.422,57,0,0,0,0
UNCLEAR,NUCLEAR,YES,147,2,0.014,0,0,17,9,0.408,57,15,13,0.82,115
UNCLEAR,UNCERTAIN,NO,147,5,0.034,0,0,17,10,0.422,57,0,0,0,0
UNCLEAR,UNDERSTAND,YES,147,2,0.014,0,0,17,8,0.299,57,12,10,0.65,137
UNCLEAR,UNSURE,YES,147,4,0.027,0,0.002,17,8,0.347,57,23,15,0.563,1
UNCLEAR,VAGUE,YES,147,7,0.048,0.297,0,17,6,0.218,57,15,9,0.17,25
UNCLEAR,WHAT,YES,147,3,0.02,0,0,17,9,0.402,57,10,8,0.804,1908
UNCOMFORTABLE,BED,YES,149,2,0.013,0,0.0051,19,14,0.4,13,11,11,0.867,127
UNCOMFORTABLE,CHAIR,YES,149,13,0.087,0,0.0167,19,14,0.4,13,14,11,0.834,66
UNCOMFORTABLE,COLD,YES,149,3,0.02,0,0.0135,19,16,0.54,13,19,17,0.431,171
UNCOMFORTABLE,COMFORTABLE,YES,149,9,0.06,0.062,0.0023,19,12,0.32,13,23,18,0.575,37
UNCOMFORTABLE,FLOOR,YES,149,2,0.013,0,0,19,16,0.554,13,12,11,0.691,158
UNCOMFORTABLE,HARD,YES,149,2,0.013,0,0.0061,19,14,0.474,13,10,10,0.852,202
UNCOMFORTABLE,HOT,YES,149,3,0.02,0,0.0083,19,16,0.54,13,8,7,0.217,130
UNCOMFORTABLE,HURT,YES,149,2,0.013,0,0.0667,19,16,0.446,13,12,11,0.314,37
UNCOMFORTABLE,ITCHY,NO,149,3,0.02,0,0,19,18,0.58,13,0,0,0,0
UNCOMFORTABLE,MOVE,YES,149,3,0.02,0,0,19,17,0.56,13,27,24,0.703,171
UNCOMFORTABLE,NERVOUS,YES,149,4,0.027,0,0.0125,19,15,0.473,13,19,17,0.619,24
UNCOMFORTABLE,PAIN,YES,149,18,0.121,0,0.0072,19,15,0.426,13,13,11,0.231,88
UNCOMFORTABLE,POSITION,YES,149,2,0.013,0,0.0003,19,15,0.487,13,16,15,0.578,241
UNCOMFORTABLE,RELAXED,YES,149,3,0.02,0,0,19,14,0.474,13,19,13,0.511,14
UNCOMFORTABLE,SEAT,YES,149,3,0.02,0,0.0095,19,16,0.473,13,10,9,0.399,54
UNCOMFORTABLE,SITUATION,YES,149,3,0.02,0,0.0003,19,15,0.534,13,16,14,0.441,196
UNCOMFORTABLE,TENSE,YES,149,2,0.013,0,0.0062,19,11,0.4,13,17,11,0.319,15
UNCOMFORTABLE,TIGHT,YES,149,3,0.02,0.029,0.001,19,15,0.426,13,13,10,0.757,28
UNCOMFORTABLE,UNEASY,YES,149,10,0.067,0.127,0,19,13,0.4,13,19,12,0.313,22
UNCOMMON,COMMON,YES,150,32,0.213,0.096,0.0142,12,5,0.199,8,23,17,0.493,233
UNCOMMON,DIFFERENT,YES,150,7,0.047,0,0.0269,12,4,0.2,8,12,6,0.635,312
UNCOMMON,ODD,YES,150,3,0.02,0,0.0229,12,4,0.1,8,7,3,0.605,44
UNCOMMON,PEACE,YES,150,2,0.013,0,0,12,11,0.74,8,19,15,0.798,198
UNCOMMON,RARE,YES,150,19,0.127,0.028,0.0108,12,6,0.22,8,27,17,0.364,41
UNCOMMON,STRANGE,YES,150,7,0.047,0,0.0513,12,3,0.073,8,12,4,0.081,84
UNCOMMON,TRAIT,YES,150,2,0.013,0,0,12,11,0.74,8,13,10,0.678,3
UNCOMMON,UNIQUE,YES,150,8,0.053,0,0.0182,12,4,0.1,8,15,8,0.462,58
UNCOMMON,UNKNOWN,YES,150,4,0.027,0,0,12,8,0.559,8,21,13,0.53,47
UNCOMMON,UNUSUAL,YES,150,11,0.073,0,0.0103,12,5,0.313,8,11,5,0.232,63
UNCOMMON,VALOR,YES,150,7,0.047,0.055,0,12,10,0.493,8,15,13,0.53,1
UNCOMMON,WEIRD,YES,150,11,0.073,0,0.0336,12,5,0.413,8,15,8,0.355,10
UNCONSCIOUS,ACCIDENT,YES,147,2,0.014,0,0,16,14,0.778,30,20,16,0.839,33
UNCONSCIOUS,ASLEEP,YES,147,22,0.15,0.014,0.0192,16,10,0.41,30,15,10,0.335,27
UNCONSCIOUS,AWAKE,YES,147,4,0.027,0,0.0815,16,11,0.458,30,9,8,0.286,20
UNCONSCIOUS,COMA,YES,147,16,0.109,0.048,0.001,16,10,0.403,30,13,8,0.374,1
UNCONSCIOUS,CONSCIOUS,YES,147,11,0.075,0.143,0,16,8,0.294,30,16,8,0.266,46
UNCONSCIOUS,DEAD,YES,147,16,0.109,0,0.0135,16,11,0.349,30,18,16,0.738,174
UNCONSCIOUS,DREAM,YES,147,2,0.014,0,0.0374,16,12,0.546,30,10,8,0.473,64
UNCONSCIOUS,DRUNK,YES,147,3,0.02,0,0.0158,16,11,0.69,30,19,17,0.672,37
UNCONSCIOUS,FAINT,YES,147,2,0.014,0.042,0.0167,16,10,0.608,30,18,10,0.411,25
UNCONSCIOUS,FEELING,YES,147,2,0.014,0,0,16,14,0.778,30,18,16,0.793,172
UNCONSCIOUS,MIND,YES,147,2,0.014,0,0.0088,16,13,0.703,30,10,9,0.756,325
UNCONSCIOUS,OUT,YES,147,12,0.082,0,0.001,16,13,0.635,30,6,5,0.873,2096
UNCONSCIOUS,PASS OUT,YES,147,8,0.054,0.027,0.0019,16,10,0.608,30,14,8,0.146,0
UNCONSCIOUS,SICK,YES,147,2,0.014,0,0.0051,16,10,0.581,30,13,13,0.828,51
UNCONSCIOUS,SLEEP,YES,147,12,0.082,0,0.0357,16,7,0.267,30,10,8,0.519,65
UNCONSCIOUS,UNKNOWING,NO,147,3,0.02,0,0,16,15,0.792,30,0,0,0,0
UNCOOKED,COOKED,YES,152,9,0.059,0.013,0.0488,9,4,0.052,0,21,14,0.412,10
UNCOOKED,FOOD,YES,152,3,0.02,0,0.0225,9,3,0.743,0,18,16,0.717,147
UNCOOKED,FROZEN,YES,152,2,0.013,0,0,9,7,0.874,0,13,12,0.846,27
UNCOOKED,HAM,YES,152,2,0.013,0,0.0017,9,5,0.769,0,18,14,0.744,19
UNCOOKED,MEAT,YES,152,7,0.046,0,0.2439,9,4,0.052,0,17,14,0.751,45
UNCOOKED,NASTY,YES,152,2,0.013,0,0,9,8,0.894,0,12,12,0.791,5
UNCOOKED,PASTA,YES,152,2,0.013,0,0,9,8,0.894,0,13,6,0.71,0
UNCOOKED,RAW,YES,152,109,0.717,0.082,0.0083,9,5,0.072,0,20,13,0.263,43
UNCOOKED,VEGETABLE,YES,152,2,0.013,0,0.0194,9,6,0.157,0,14,12,0.72,10
UNDECIDED,CHOICE,YES,146,2,0.014,0,0,19,10,0.404,0,14,14,0.771,113
UNDECIDED,COLLEGE,YES,146,3,0.02,0,0,19,10,0.398,0,15,14,0.777,267
UNDECIDED,CONFUSED,NO,146,17,0.116,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,DECIDED,NO,146,22,0.15,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,DON'T KNOW,NO,146,6,0.041,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,DOUBTFUL,NO,146,2,0.014,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,FUTURE,YES,146,2,0.014,0,0,19,10,0.404,0,9,9,0.641,227
UNDECIDED,INDECISIVE,NO,146,3,0.02,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,KNOW,YES,146,2,0.014,0,0,19,8,0.342,0,24,19,0.667,683
UNDECIDED,LOST,YES,146,2,0.014,0,0.0018,19,9,0.356,0,6,4,0.816,173
UNDECIDED,MAJOR,YES,146,20,0.136,0,0,19,10,0.282,0,10,10,0.783,247
UNDECIDED,NO,YES,146,2,0.014,0,0.0002,19,9,0.39,0,9,7,0.905,2201
UNDECIDED,NOT SURE,NO,146,3,0.02,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,QUESTION,YES,146,2,0.014,0,0.0037,19,9,0.356,0,6,5,0.87,257
UNDECIDED,UNCERTAIN,NO,146,5,0.034,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,UNCLEAR,YES,146,2,0.014,0,0,19,9,0.288,0,17,9,0.395,57
UNDECIDED,UNDECLARED,NO,146,4,0.027,0,0,19,11,0.418,0,0,0,0,0
UNDECIDED,UNKNOWN,YES,146,7,0.048,0,0.0032,19,6,0.212,0,21,14,0.469,47
UNDECIDED,UNSURE,YES,146,17,0.116,0.045,0.0004,19,8,0.24,0,23,13,0.492,1
UNDER,ABOVE,YES,148,10,0.068,0,0.1206,11,5,0.076,707,9,7,0.313,188
UNDER,AUSTRALIA,NO,148,2,0.014,0,0,11,9,0.826,707,0,0,0,0
UNDER,BED,YES,148,2,0.014,0,0,11,8,0.812,707,11,11,0.867,127
UNDER,BELOW,YES,148,19,0.128,0.234,0.0494,11,4,0.062,707,9,4,0.097,145
UNDER,BENEATH,YES,148,11,0.074,0.481,0.0043,11,5,0.076,707,11,6,0.084,57
UNDER,BRIDGE,YES,148,2,0.014,0,0,11,7,0.798,707,10,9,0.472,98
UNDER,CONSTRUCTION,YES,148,2,0.014,0,0,11,8,0.812,707,12,12,0.824,95
UNDER,COVERS,NO,148,3,0.02,0,0,11,9,0.826,707,0,0,0,0
UNDER,OVER,YES,148,71,0.48,0.542,0.0061,11,5,0.076,707,11,9,0.21,1236
UNDER,WATER,YES,148,2,0.014,0,0.0092,11,6,0.67,707,18,18,0.722,442
UNDER,WORLD,YES,148,3,0.02,0,0,11,8,0.806,707,12,12,0.867,787
UNDERGROUND,ABOVE GROUND,NO,148,2,0.014,0,0,15,12,0.744,19,0,0,0,0
UNDERGROUND,BASEMENT,YES,148,7,0.047,0.032,0.0009,15,8,0.581,19,19,15,0.575,31
UNDERGROUND,BELOW,YES,148,10,0.068,0,0.0098,15,8,0.561,19,9,7,0.862,145
UNDERGROUND,BENEATH,YES,148,8,0.054,0,0.0023,15,9,0.561,19,11,8,0.688,57
UNDERGROUND,BOTTOM,YES,148,2,0.014,0,0.0031,15,9,0.615,19,15,12,0.766,88
UNDERGROUND,CAVERN,YES,148,2,0.014,0,0,15,9,0.534,19,11,9,0.66,1
UNDERGROUND,DARK,YES,148,5,0.034,0,0.0451,15,8,0.487,19,8,7,0.861,185
UNDERGROUND,DIGITAL,NO,148,4,0.027,0,0,15,12,0.744,19,0,0,0,0
UNDERGROUND,DIRT,YES,148,9,0.061,0,0.0007,15,10,0.629,19,18,17,0.851,43
UNDERGROUND,MUSIC,YES,148,4,0.027,0,0,15,11,0.717,19,25,25,0.754,216
UNDERGROUND,RAILROAD,YES,148,27,0.182,0,0.0009,15,10,0.542,19,7,6,0.424,58
UNDERGROUND,SUBWAY,YES,148,9,0.061,0.02,0.0023,15,9,0.501,19,17,13,0.654,7
UNDERGROUND,TRAIN,YES,148,3,0.02,0,0.1086,15,8,0.319,19,19,15,0.763,82
UNDERGROUND,TUNNEL,YES,148,24,0.162,0.014,0.0002,15,7,0.453,19,18,13,0.515,10
UNDERGROUND,UNDERNEATH,NO,148,2,0.014,0,0,15,12,0.744,19,0,0,0,0
UNDERSTAND,CARE,YES,148,3,0.02,0,0,12,10,0.657,137,18,17,0.702,162
UNDERSTAND,CLEAR,YES,148,4,0.027,0,0.0014,12,9,0.549,137,20,17,0.663,219
UNDERSTAND,COMPASSION,YES,148,2,0.014,0,0,12,10,0.663,137,20,17,0.718,5
UNDERSTAND,COMPREHEND,YES,148,46,0.311,0.829,0.0011,12,9,0.265,137,4,2,0.05,10
UNDERSTAND,CONFUSION,YES,148,15,0.101,0.034,0,12,8,0.448,137,29,19,0.403,44
UNDERSTAND,EXPLAIN,YES,148,2,0.014,0.091,0,12,9,0.649,137,17,14,0.518,64
UNDERSTAND,KNOW,YES,148,15,0.101,0.071,0.0108,12,6,0.103,137,24,17,0.414,683
UNDERSTAND,KNOWLEDGE,YES,148,7,0.047,0.027,0.013,12,8,0.515,137,14,10,0.421,145
UNDERSTAND,LISTEN,YES,148,2,0.014,0.017,0,12,10,0.663,137,15,12,0.861,51
UNDERSTAND,MISUNDERSTAND,NO,148,6,0.041,0,0,12,11,0.677,137,0,0,0,0
UNDERSTAND,QUESTION,YES,148,2,0.014,0,0.0005,12,9,0.649,137,6,5,0.87,257
UNDERSTAND,SMART,YES,148,2,0.014,0,0.0215,12,8,0.515,137,14,12,0.856,21
UNDERSTANDING,COMPASSION,YES,150,9,0.06,0.02,0,21,12,0.451,121,20,11,0.305,5
UNDERSTANDING,COMPREHEND,YES,150,18,0.12,0,0,21,17,0.504,121,4,4,0.9,10
UNDERSTANDING,CONFUSE,YES,150,3,0.02,0,0,21,15,0.478,121,24,12,0.267,5
UNDERSTANDING,DUMB,YES,150,2,0.013,0,0.0041,21,15,0.478,121,4,4,0.826,13
UNDERSTANDING,EMPATHY,YES,150,3,0.02,0,0.0016,21,16,0.544,121,10,10,0.693,1
UNDERSTANDING,FRIEND,YES,150,3,0.02,0,0.0038,21,10,0.385,121,22,18,0.771,133
UNDERSTANDING,KIND,YES,150,4,0.027,0,0.0058,21,13,0.431,121,15,11,0.359,313
UNDERSTANDING,KNOWLEDGE,YES,150,17,0.113,0,0.0033,21,13,0.425,121,14,12,0.766,145
UNDERSTANDING,LEARNING,YES,150,6,0.04,0,0,21,16,0.471,121,16,11,0.628,60
UNDERSTANDING,LISTEN,YES,150,2,0.013,0,0.0007,21,16,0.558,121,15,13,0.878,51
UNDERSTANDING,LISTENER,NO,150,2,0.013,0,0,21,18,0.624,121,0,0,0,0
UNDERSTANDING,LOVE,YES,150,2,0.013,0,0.0188,21,13,0.478,121,18,17,0.75,232
UNDERSTANDING,ME,YES,150,2,0.013,0,0,21,16,0.578,121,12,10,0.678,1181
UNDERSTANDING,MISUNDERSTANDING,NO,150,5,0.033,0,0,21,18,0.624,121,0,0,0,0
UNDERSTANDING,MOM,YES,150,3,0.02,0,0,21,15,0.571,121,5,3,0.787,3
UNDERSTANDING,NICE,YES,150,5,0.033,0,0.016,21,11,0.405,121,14,12,0.776,75
UNDERSTANDING,REASON,YES,150,2,0.013,0,0,21,15,0.478,121,27,23,0.678,241
UNDERSTANDING,SYMPATHETIC,YES,150,8,0.053,0,0,21,13,0.478,121,21,15,0.611,35
UNDERSTANDING,TEACHER,YES,150,2,0.013,0,0,21,16,0.591,121,12,11,0.724,80
UNDERSTANDING,THOUGHT,YES,150,3,0.02,0,0.0003,21,16,0.591,121,9,9,0.663,442
UNDERSTANDING,THOUGHTFUL,NO,150,2,0.013,0,0,21,18,0.624,121,0,0,0,0
UNDERWATER,AIR,YES,149,2,0.013,0,0.0125,19,13,0.716,15,17,16,0.713,257
UNDERWATER,APPARATUS,NO,149,2,0.013,0,0,19,15,0.763,15,0,0,0,0
UNDERWATER,BASKET WEAVING,NO,149,3,0.02,0,0,19,15,0.763,15,0,0,0,0
UNDERWATER,BENEATH,YES,149,2,0.013,0,0,19,12,0.643,15,11,8,0.818,57
UNDERWATER,BREATHE,YES,149,5,0.034,0,0.0023,19,13,0.716,15,16,14,0.392,7
UNDERWATER,BUBBLES,NO,149,2,0.013,0,0,19,15,0.763,15,0,0,0,0
UNDERWATER,CAMERA,YES,149,2,0.013,0,0,19,14,0.75,15,8,7,0.848,36
UNDERWATER,DIVE,YES,149,2,0.013,0,0.083,19,9,0.381,15,14,9,0.601,23
UNDERWATER,DIVER,YES,149,3,0.02,0,0.0058,19,9,0.266,15,11,5,0.448,1
UNDERWATER,DIVING,YES,149,9,0.06,0,0,19,11,0.414,15,13,9,0.552,5
UNDERWATER,DROWN,YES,149,13,0.087,0,0.0058,19,11,0.542,15,14,10,0.637,3
UNDERWATER,FISH,YES,149,22,0.148,0,0.0061,19,8,0.246,15,24,20,0.602,35
UNDERWATER,OCEAN,YES,149,6,0.04,0,0.0473,19,5,0.133,15,17,15,0.562,34
UNDERWATER,REEF,YES,149,3,0.02,0,0,19,10,0.475,15,8,4,0.539,11
UNDERWATER,SCUBA,YES,149,21,0.141,0.02,0.0056,19,7,0.193,15,11,4,0.347,0
UNDERWATER,SEA,YES,149,10,0.067,0,0.03,19,7,0.254,15,15,12,0.338,95
UNDERWATER,SUBMERGE,NO,149,4,0.027,0,0,19,15,0.763,15,0,0,0,0
UNDERWATER,SWIM,YES,149,12,0.081,0,0.0332,19,6,0.16,15,19,12,0.615,15
UNDERWATER,WET,YES,149,2,0.013,0,0,19,13,0.669,15,11,9,0.852,53
UNDERWEAR,BIKINI,NO,139,3,0.022,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,BOXER,YES,139,8,0.058,0,0.0002,19,7,0.455,3,14,11,0.67,1
UNDERWEAR,BRA,YES,139,29,0.209,0,0.0009,19,4,0.137,3,15,8,0.264,0
UNDERWEAR,BRIEFS,NO,139,2,0.014,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,BVD,NO,139,3,0.022,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,CLOTHES,YES,139,14,0.101,0,0.0091,19,4,0.159,3,26,23,0.676,89
UNDERWEAR,FRUIT OF THE LOOM,NO,139,2,0.014,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,HANES,NO,139,2,0.014,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,JOCKEY,NO,139,2,0.014,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,LACE,YES,139,3,0.022,0,0.0037,19,3,0.115,3,24,17,0.601,7
UNDERWEAR,LINGERIE,YES,139,3,0.022,0.102,0.0019,19,4,0.151,3,15,6,0.206,2
UNDERWEAR,NAKED,NO,139,2,0.014,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,OUTERWEAR,NO,139,2,0.014,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,PANTY,NO,139,15,0.108,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,SEXY,YES,139,3,0.022,0,0.0063,19,6,0.461,3,21,17,0.532,2
UNDERWEAR,SHORTS,YES,139,2,0.014,0,0.0066,19,6,0.354,3,16,13,0.838,29
UNDERWEAR,SOCK,YES,139,6,0.043,0,0,19,8,0.484,3,8,8,0.933,4
UNDERWEAR,UNDERGARMENT,NO,139,3,0.022,0,0,19,9,0.527,3,0,0,0,0
UNDERWEAR,WHITE,YES,139,5,0.036,0,0.0054,19,6,0.26,3,8,8,0.874,365
UNEASY,ANXIOUS,YES,150,4,0.027,0,0.0094,19,10,0.399,22,19,11,0.414,29
UNEASY,CALM,YES,150,3,0.02,0,0.0026,19,13,0.479,22,14,11,0.548,35
UNEASY,COMFORTABLE,YES,150,2,0.013,0,0.0076,19,14,0.493,22,23,19,0.72,37
UNEASY,DIFFICULT,YES,150,3,0.02,0,0.0013,19,12,0.514,22,3,0,0,161
UNEASY,EASY,YES,150,8,0.053,0,0.0088,19,11,0.494,22,8,6,0.213,125
UNEASY,FEELING,YES,150,3,0.02,0,0,19,16,0.666,22,18,16,0.793,172
UNEASY,HARD,YES,150,11,0.073,0,0.0467,19,10,0.367,22,10,9,0.818,202
UNEASY,NERVOUS,YES,150,21,0.14,0,0.0215,19,7,0.239,22,19,13,0.378,24
UNEASY,QUEASY,NO,150,6,0.04,0,0,19,17,0.686,22,0,0,0,0
UNEASY,RESTLESS,NO,150,3,0.02,0,0,19,17,0.686,22,0,0,0,0
UNEASY,ROUGH,YES,150,2,0.013,0,0,19,13,0.527,22,17,10,0.594,41
UNEASY,SCARED,YES,150,6,0.04,0,0.0226,19,12,0.439,22,12,11,0.708,21
UNEASY,SICK,YES,150,7,0.047,0,0,19,16,0.639,22,13,13,0.828,51
UNEASY,TENSE,YES,150,3,0.02,0,0.0209,19,10,0.239,22,17,11,0.346,15
UNEASY,TEST,YES,150,2,0.013,0,0.0024,19,13,0.44,22,17,15,0.726,119
UNEASY,UNCOMFORTABLE,YES,150,19,0.127,0.067,0.0008,19,12,0.313,22,19,13,0.4,13
UNEASY,UNSURE,YES,150,3,0.02,0.013,0,19,14,0.486,22,23,12,0.505,1
UNEASY,UPSET,YES,150,3,0.02,0,0.001,19,12,0.459,22,12,10,0.792,14
UNEASY,UPTIGHT,YES,150,3,0.02,0.033,0.0011,19,11,0.406,22,25,14,0.387,0
UNEMPLOYMENT,BROKE,YES,150,6,0.04,0,0.002,16,9,0.407,16,18,11,0.435,72
UNEMPLOYMENT,BUM,YES,150,2,0.013,0,0.008,16,10,0.454,16,21,14,0.525,7
UNEMPLOYMENT,EMPLOYMENT,YES,150,3,0.02,0.048,0.0053,16,8,0.327,16,6,1,0.014,47
UNEMPLOYMENT,FIRED,NO,150,3,0.02,0,0,16,14,0.734,16,0,0,0,0
UNEMPLOYMENT,HOMELESS,YES,150,3,0.02,0,0.0266,16,9,0.434,16,18,13,0.44,0
UNEMPLOYMENT,JOB,YES,150,31,0.207,0,0.0163,16,10,0.44,16,7,4,0.079,238
UNEMPLOYMENT,JOBLESS,YES,150,15,0.1,0.281,0,16,5,0.327,16,14,3,0.046,2
UNEMPLOYMENT,LINE,YES,150,7,0.047,0,0,16,13,0.687,16,18,17,0.741,298
UNEMPLOYMENT,ME,YES,150,2,0.013,0,0.005,16,11,0.581,16,12,11,0.691,1181
UNEMPLOYMENT,MONEY,YES,150,4,0.027,0,0.0512,16,6,0.126,16,19,16,0.705,265
UNEMPLOYMENT,OFFICE,YES,150,2,0.013,0,0.0012,16,11,0.661,16,18,17,0.62,255
UNEMPLOYMENT,POOR,YES,150,22,0.147,0,0.0382,16,6,0.34,16,11,8,0.678,113
UNEMPLOYMENT,POVERTY,YES,150,3,0.02,0,0.004,16,10,0.52,16,11,6,0.258,20
UNEMPLOYMENT,STARVATION,NO,150,2,0.013,0,0,16,14,0.734,16,0,0,0,0
UNEMPLOYMENT,WELFARE,YES,150,4,0.027,0.01,0.0049,16,9,0.413,16,18,13,0.301,53
UNEMPLOYMENT,WORK,YES,150,6,0.04,0,0.1229,16,9,0.427,16,19,16,0.565,760
UNEQUAL,AMOUNT,YES,152,2,0.013,0,0.0044,19,14,0.402,1,15,14,0.858,172
UNEQUAL,BALANCE,YES,152,2,0.013,0,0.0004,19,13,0.382,1,13,8,0.549,32
UNEQUAL,DIFFERENT,YES,152,13,0.086,0,0.0107,19,14,0.605,1,12,10,0.352,312
UNEQUAL,EQUAL,YES,152,45,0.296,0.044,0.0057,19,8,0.257,1,15,7,0.168,90
UNEQUAL,JUSTICE,YES,152,3,0.02,0,0.0028,19,13,0.579,1,15,13,0.803,114
UNEQUAL,LESS,YES,152,2,0.013,0,0.0044,19,14,0.402,1,12,10,0.888,438
UNEQUAL,LOPSIDED,NO,152,2,0.013,0,0,19,16,0.711,1,0,0,0,0
UNEQUAL,NOT,YES,152,2,0.013,0,0,19,14,0.685,1,21,14,0.61,4609
UNEQUAL,RACISM,NO,152,3,0.02,0,0,19,16,0.711,1,0,0,0,0
UNEQUAL,RIGHTS,YES,152,9,0.059,0,0.0205,19,11,0.297,1,15,10,0.511,77
UNEQUAL,SAME,YES,152,3,0.02,0,0.1635,19,12,0.289,1,8,6,0.291,686
UNEQUAL,SEPARATE,YES,152,5,0.033,0,0,19,15,0.678,1,10,9,0.814,79
UNEQUAL,SUGAR,YES,152,3,0.02,0,0.0175,19,14,0.395,1,12,12,0.93,34
UNEQUAL,SUPERIOR,YES,152,2,0.013,0,0,19,15,0.698,1,19,15,0.694,46
UNEQUAL,UNBALANCED,NO,152,2,0.013,0,0,19,16,0.711,1,0,0,0,0
UNEQUAL,UNEVEN,YES,152,3,0.02,0.045,0.0044,19,12,0.362,1,22,11,0.536,6
UNEQUAL,UNFAIR,YES,152,8,0.053,0,0,19,13,0.625,1,16,12,0.599,13
UNEQUAL,WOMEN,YES,152,4,0.026,0,0,19,14,0.626,1,13,12,0.763,195
UNEQUAL,WRONG,YES,152,2,0.013,0,0.0089,19,12,0.573,1,6,6,0.88,129
UNEVEN,BALANCE,YES,154,3,0.019,0,0.0006,22,11,0.413,6,13,7,0.506,32
UNEVEN,BARS,NO,154,4,0.026,0,0,22,15,0.639,6,0,0,0,0
UNEVEN,BUMPY,YES,154,4,0.026,0,0.0009,22,11,0.555,6,13,6,0.229,0
UNEVEN,CROOKED,YES,154,22,0.143,0,0.0062,22,10,0.406,6,23,18,0.459,3
UNEVEN,EQUAL,YES,154,4,0.026,0.015,0.0185,22,10,0.4,6,15,10,0.294,90
UNEVEN,EVEN,YES,154,21,0.136,0,0.0517,22,9,0.335,6,9,4,0.098,1171
UNEVEN,HAIR,YES,154,3,0.019,0,0.0004,22,13,0.588,6,19,17,0.805,148
UNEVEN,JAGGED,NO,154,2,0.013,0,0,22,15,0.639,6,0,0,0,0
UNEVEN,LEVEL,YES,154,4,0.026,0,0,22,10,0.276,6,21,13,0.453,213
UNEVEN,LINE,YES,154,3,0.019,0,0.0135,22,10,0.413,6,18,15,0.505,298
UNEVEN,LOPSIDED,NO,154,7,0.045,0,0,22,15,0.639,6,0,0,0,0
UNEVEN,NUMBER,YES,154,3,0.019,0,0,22,13,0.601,6,17,15,0.801,472
UNEVEN,ODD,YES,154,13,0.084,0,0.0845,22,13,0.419,6,7,6,0.313,44
UNEVEN,PARALLEL,NO,154,2,0.013,0,0,22,15,0.639,6,0,0,0,0
UNEVEN,ROAD,YES,154,2,0.013,0,0.0109,22,11,0.438,6,24,22,0.829,197
UNEVEN,ROUGH,YES,154,3,0.019,0,0.0039,22,13,0.594,6,17,12,0.677,41
UNEVEN,SAME,YES,154,2,0.013,0,0.0177,22,11,0.419,6,8,7,0.825,686
UNEVEN,SLANT,NO,154,2,0.013,0,0,22,15,0.639,6,0,0,0,0
UNEVEN,STRAIGHT,YES,154,5,0.032,0,0.0403,22,10,0.4,6,12,8,0.4,114
UNEVEN,UNBALANCED,NO,154,9,0.058,0,0,22,15,0.639,6,0,0,0,0
UNEVEN,UNEQUAL,YES,154,7,0.045,0.02,0.0011,22,11,0.536,6,19,12,0.362,1
UNEVEN,UNLEVELED,NO,154,5,0.032,0,0,22,15,0.639,6,0,0,0,0
UNFAIR,BAD,YES,150,3,0.02,0,0.007,16,9,0.472,13,9,9,0.887,142
UNFAIR,CHEAT,YES,150,6,0.04,0.025,0,16,11,0.592,13,18,14,0.671,3
UNFAIR,CRUEL,YES,150,5,0.033,0,0.0036,16,11,0.552,13,12,8,0.231,15
